tns_name,internam_names,radeg,decdeg,redshift,discovery_date,discovery_mag,type
SN2023pbg,"ZTF23aaxadel,Gaia23bxy,PS23hwj",3.72875,26.333419,0.024,2023-08-12 09:12:57.600,18.73,SN II
SN2023pcy,"ATLAS23quh,ZTF23aawrcrb,PS23hlq,Gaia23bzc",44.244917,-1.308061,0.0379730016,2023-08-12 09:15:50.400,18.967,SN II
SN2023pdb,"ZTF23aaxcriv,PS23hpa,ATLAS23shp",106.473501498,54.4112705448,0.04106,2023-08-12 11:33:13.003,18.2565,SN II
SN2023pfz,"ZTF23aaxchnm,PS23hif,GOTO23art,ATLAS23udj",36.2745718105,22.2228985913,0.03376,2023-08-12 10:07:06.240,20.401,SN II
SN2023pgb,"ZTF23aaxdfya,ATLAS23sfs,PS23iuy",107.075580454,50.6934179413,0.01996,2023-08-12 11:54:14.400,17.44,SN II
SN2023phn,"ZTF23aaxtplp,ATLAS23rbc,PS23hgx",10.1214717566,-10.3052555433,0.0270319991,2023-08-14 10:35:40.001,19.964,SN II
SN2023plh,"ZTF23aaxtmrr,ATLAS23rkk,PS23itf",51.0153448608,34.6028359236,0.035,2023-08-14 10:07:47.004,19.4289,SN II
SN2023qec,"PS23gvs,ZTF23aazqmwp,ATLAS23rqg",337.796211783,18.5590035507,0.02079,2023-08-21 08:52:28.128,19.97,SN II
SN2023qh,"PS23ex,ZTF23aaarmtb",136.814384435,37.2152550393,0.023804,2023-01-14 15:57:16.992,19.77,SN II
SN2023qoz,"ZTF23aazltms,ATLAS23sux,Gaia23cnr,PS23jnk",121.269458,29.723519,0.021527,2023-08-22 12:00:00.000,18.18,SN II
SN2023qwe,"ZTF23aazyfss,PS23ijv,ATLAS23woi",43.3050295787,-0.3492413301,0.038,2023-08-26 11:06:16.001,20.0421,SN II
SN2023qxk,"ZTF23ababkmo,ATLAS23rto,PS23hwq",333.110861937,16.5774669348,0.041,2023-08-27 09:12:57.600,19.74,SN II
SN2023qxp,"ZTF23abadrow,PS23ifv",329.06238496,2.17439605514,0.028,2023-08-27 10:19:52.997,19.5206,SN II
SN2023qzh,ZTF23abaibbk,74.5261824,35.5642807,0.0209480003,2023-08-26 11:22:41.376,20.4202,SN II
SN2023rai,"ATLAS23ruf,ZTF23abaeeae,PS23iuu",74.6722657052,-19.5901024653,0.022629,2023-08-29 03:27:10.368,17.933,SN II
SN2023rbk,"ZTF23abascqa,ATLAS23rzf,PS23imz",48.8358307671,41.6148804261,0.01988,2023-08-31 10:37:55.200,17.89,SN II
SN2023rfn,"ATLAS23ryc,PS23how,ZTF23abbanlv",272.98573591,24.0454225082,0.0215,2023-09-04 07:14:04.416,17.081,SN II
SN2023rhj,"ZTF23abavosd,ATLAS23scr,PS23hvo",15.2057674169,16.8882524985,0.04,2023-09-04 08:51:00.000,18.9075,SN II
SN2023rix,",ZTF23abaxtlq,ATLAS23sde,PS23iqf",41.9868477556,41.2466834488,0.014,2023-09-05 08:45:36.000,18.2099,SN II
SN2023rky,"ZTF23abbccir,ATLAS23scy,PS23hqg,Gaia23dlo",11.971083,19.593639,0.015197,2023-09-06 08:03:50.400,18.66,SN II
SN2023rli,"ZTF23abbcycg,ATLAS23scn,PS23itn",39.0148186795,19.4465790524,0.0279,2023-09-06 09:00:00.000,18.39,SN II
SN2023rmz,"ZTF23abbdbsh,PS23hqb,Gaia23doy",20.64875,1.8915,0.032236,2023-09-06 08:56:41.004,18.6152,SN II
SN2023rns,"ZTF23abbfonh,ATLAS23sfg",225.8655901,80.2164439,0.035011,2023-09-07 03:51:50.400,18.38,SN II
SN2023rpk,"ZTF23abaeenk,ATLAS23qxd,PS23jpr",77.7716039337,-7.25263702268,0.035,2023-09-04 11:31:12.000,18.84,SN II
SN2023rpu,"ZTF23aaomzth,Gaia23cnt,ATLAS23tmf",140.947875,42.186669,0.0138290003,2023-09-07 12:14:57.998,18.014,SN II
SN2023rtq,"ZTF23abbsxzs,ATLAS23sek",72.9442121,38.9361353,0.013,2023-09-08 11:48:19.996,19.2902,SN II
SN2023rty,"PS23hrz,ZTF23abccwbx,ATLAS23sox",12.7123206699,-24.7421501847,0.043,2023-09-07 11:00:12.672,20.43,SN II
SN2023rvj,"ZTF23abbzdoj,ATLAS23sfj",2.4879389,37.0742403,0.01,2023-09-09 07:50:52.800,17.07,SN II
SN2023rvo,"ZTF23abbtkrv,Gaia23cnq,ATLAS23ues,PS23jje",132.318167,36.1208,0.025215,2023-09-08 12:27:21.600,18.86,SN II
SN2023rwy,"PS23hsx,ZTF23abecphw,ATLAS23stb",39.7933183679,-21.1397036966,0.035,2023-09-08 12:38:19.104,21.11,SN II
SN2023rzx,"ATLAS23sgj,ZTF23abbzhug,PS23idi",22.5190165712,29.7786014444,0.041529,2023-09-10 11:51:36.288,19.328,SN II
SN2023sau,ZTF23abccimv,75.8286023,-1.6332207,0.016,2023-09-09 10:37:55.200,18.2,SN II
SN2023sfd,"Gaia23chp,ZTF23abjzcde",166.905458,67.573561,0.02,2023-09-07 10:06:14.400,18.98,SN II
SN2023sia,"PS23iam,ZTF23abdgswy,ATLAS23spd,Gaia23cjx",46.677875,-11.165011,0.032,2023-09-12 13:34:16.608,18.4,SN II
SN2023srj,ZTF23abdubpv,129.7107166,1.4059606,0.029043,2023-09-15 12:21:36.000,19.02,SN II
SN2023sux,"ZTF23abefecu,Gaia23cqc,ATLAS23toe,PS23maa",146.327792,30.82835,0.03,2023-09-16 12:21:36.000,18.22,SN II
SN2023swf,"ZTF23aberpzw,PS23iia,ATLAS23syy,Gaia23cvv",316.493875,-14.841761,0.024,2023-09-16 06:04:19.200,20.55,SN II
SN2023tjv,"ATLAS23syb,ZTF23abkoshi,PS23jmi",87.3738047553,-25.0150624981,0.0448,2023-09-21 08:00:55.872,18.921,SN II
SN2023tmr,"ZTF23abgnvsh,Gaia23crx,ATLAS23ueo,PS23jno",148.483167,23.384281,0.01319,2023-09-24 12:28:37.001,17.0131,SN II
SN2023tnc,"ZTF23abghttj,ATLAS23tju,PS23jaf",348.089843687,-22.1266879838,0.05,2023-09-24 07:02:46.997,18.7409,SN II
SN2023tqv,"ATLAS23tep,GOTO23anr,PS23jjk,ZTF23abgyyvj",60.7656975569,7.31011310889,0.02,2023-09-26 06:35:07.296,18.137,SN II
SN2023tro,ZTF23abhbzbo,115.6895959,47.4123505,0.03186,2023-09-26 11:47:20.000,20.2002,SN II
SN2023tvj,"ATLAS23tje,ZTF23abkornc,PS23koc,Gaia23dhb",92.238,-21.522239,0.04,2023-10-01 08:37:38.208,18.484,SN II
SN2023twg,"GOTO23aon,ATLAS23tnv,ZTF23abhzfww,Gaia23cwy,PS23lui",131.477208,12.786719,0.03,2023-10-02 05:41:45.312,18.22,SN II
SN2023uas,ZTF23abhyssf,66.58248284999999,-11.988920499999999,0.032,2023-10-04 10:10:16.000,18.4464,SN II
SN2023ucx,"ZTF23abhruov,PS23jlu",59.9787365321,32.6114271638,0.017692,2023-09-30 10:11:03.840,19.682,SN II
SN2023ucy,"ZTF23abhzxwm,ATLAS23tqo,Gaia23djn",285.424958,40.751611,0.0152,2023-10-05 03:38:05.280,17.9015,SN II
SN2023udb,"ZTF23abhyroo,PS23jcv,ATLAS23tys",66.274105062,-10.3144565477,0.0326590016,2023-10-04 10:10:16.320,19.2678,SN II
SN2023ufx,"ATLAS23tsa,PS23jjg,ZTF23abjjqxf,GOTO23ben",126.214865867,21.2953198049,0.01,2023-10-06 13:55:51.744,17.545,SN II
SN2023ugq,"PS23jba,ATLAS23tuy,GOTO23aqx,ZTF23abioirc",58.6623751458,1.64658634198,0.04,2023-10-06 11:57:19.296,19.59,SN II
SN2023ujp,"ATLAS23tuh,ZTF23abiewbt,PS24brv",239.387506031,20.0483940607,0.0327240005,2023-10-08 05:07:07.392,18.791,SN II
SN2023ush,"ZTF23abjehlx,ATLAS23uer",289.6058033,34.822476166667,0.041,2023-10-09 05:12:07.200,19.894,SN II
SN2023usp,"ATLAS23uai,Gaia23cxo,ZTF23abpbuha,PS23lmr",140.03725,-16.523681,0.006791,2023-10-12 08:18:50.688,18.262,SN II
SN2023usv,"ATLAS23uak,ZTF23abjfpng",4.8234227,39.832986209091,0.049,2023-10-12 09:28:20.352,19.085,SN II
SN2023uvb,"ZTF23abjstcg,PS23knf,Gaia23dho,ATLAS23wbw,BGEM J095358.57-062610.7",148.493958,-6.436339,0.015,2023-10-13 12:20:16.002,18.788,SN II
SN2023vbl,"ZTF23abkdzxh,ATLAS23ugq,Gaia23cxn",100.706167,41.743981,0.0315,2023-10-15 09:18:16.001,18.883,SN II
SN2023vcc,"ATLAS23ugd,ZTF23abjthou",289.8993526375,57.73687735,0.05,2023-10-15 06:17:26.304,18.703,SN II
SN2023veo,"Gaia23cww,ZTF23ablaxwm,PS23kpg",137.828958,-1.547569,0.04,2023-10-14 03:34:33.600,18.6,SN II
SN2023vhb,"ZTF23aazprcc,ATLAS23vlj,Gaia23dgq",184.804917,22.42845,0.0222890005,2023-10-18 12:46:00.998,18.1309,SN II
SN2023vjw,"ATLAS23ukq,PS23jts,ZTF23ablvlrz,GOTO23bfe,MASTER OT J110643.34+531330.2",166.680888876,53.2252663183,0.026,2023-10-19 14:49:52.608,18.876,SN II
SN2023vkz,"ATLAS23ulf,ZTF23ablspnz,PS23jvf",127.150723451,57.208849187,0.035,2023-10-19 12:45:07.776,18.953,SN II
SN2023vog,"ZTF23abmoxlu,ATLAS23uod,MASTER OT J094509.62+683511.3,Gaia23dqf,PS23nqd",146.290125,68.586589,0.014817,2023-10-21 10:15:06.002,18.5768,SN II
SN2023vsr,"ZTF23abncsdu,ATLAS23vhb,Gaia23dfm,PS24abu",186.250875,28.555289,0.030153,2023-10-24 12:57:05.000,17.6478,SN II
SN2023vuj,"ZTF23abnjxml,ATLAS23uus,PS24aiu",160.279850322,-13.2030476782,0.016,2023-10-25 12:31:35.003,17.5972,SN II
SN2023way,"XM123MZ,ZTF23abndgbw,ATLAS23uxv,Gaia23dva",321.046458,15.9897,0.018429,2023-10-29 13:54:57.312,18.37,SN II
SN2023wcr,",ZTF23abnogui,ATLAS23wjk",185.8803597,74.9503797,0.00476,2023-10-31 19:04:49.000,16.0,SN II
SN2023wcy,"ZTF23abnrtcb,PS23kfv,Gaia23diw",9.488708,-4.4461,0.042,2023-10-30 03:14:24.000,18.88,SN II
SN2023wli,"GOTO23bcy,ZTF23abolyrl,PS23kft,ATLAS23uzb",81.8759844829,0.63517316268,0.03,2023-11-03 01:06:29.952,19.11,SN II
SN2023wn,"ATLAS23axn,ZTF23aaazdla,PS23xa,Gaia23aph",204.019042,-1.5944,0.015,2023-01-19 08:24:53.568,17.643,SN II
SN2023wpg,"PS23kha,ATLAS23uzk,ZTF23abolkiw",39.9870383334,-2.13175383294,0.044,2023-11-04 08:43:29.856,18.51,SN II
SN2023wpw,"ZTF23abookzh,PS23lde",313.042514585,-13.1428631503,0.032796,2023-11-04 02:37:16.003,19.9793,SN II
SN2023wtz,"PS23kjl,ZTF23aboywdj,ATLAS23vgd,GOTO23btf",64.0992241639,-6.52066198848,0.042,2023-11-05 11:45:06.624,19.17,SN II
SN2023wug,ZTF23abnkibu,188.3724107,26.7398833,0.021902,2023-10-25 13:03:45.792,18.6532,SN II
SN2023wui,"ZTF23abmrwhw,PS23lqh",138.143118398,-7.325086427,0.029,2023-10-19 11:34:21.216,20.1279,SN II
SN2023xgn,"ZTF23abphqjk,PS23lgg",45.7034802382,-15.7059994201,0.031,2023-11-09 06:33:07.200,18.86,SN II
SN2023xip,"ZTF23abpydvb,PS23lrc",121.179005799,8.71558910263,0.03,2023-11-10 09:37:26.400,18.67,SN II
SN2023xkv,"ZTF23abpnqng,Gaia23dfk,ATLAS23wug,PS24gg",199.9765,31.235269,0.0189,2023-11-08 12:47:59.712,18.1261,SN II
SN2023xlu,"ZTF23abqbjjb,ATLAS23vlk,Gaia23dkw",11.941375,12.265511,0.038,2023-11-11 04:36:28.800,18.73,SN II
SN2023xth,"ZTF23abqkppm,ATLAS23wvv",101.1880911,31.0611173,0.017,2023-11-06 11:36:57.600,20.71,SN II
SN2023xvo,"ZTF23abqwald,ATLAS23wvt,PS24gd",170.101201374,28.2986986848,0.03285,2023-11-13 12:45:18.144,19.3039,SN II
SN2023xxt,"ATLAS23vvl,ZTF23absisrd,PS24gc",171.55038985,27.1977036591,0.024,2023-11-17 14:50:08.160,19.06,SN II
SN2023ycr,"ATLAS23vzk,ZTF23abrqyby,Gaia24adq,PS24aba",174.495833,29.955769,0.031,2023-11-19 14:33:06.912,18.245,SN II
SN2023yfh,"ZTF23abrrlrf,Gaia23dmx",14.953833,36.72695,0.035,2023-11-20 04:10:33.600,17.94,SN II
SN2023ynd,"ATLAS23vwy,ZTF24aaakoao",174.1871862,-27.5478722,0.028,2023-11-17 07:58:48.864,18.686,SN II
SN2023yni,"Gaia23djf,ZTF23absjgou,PS24nt",198.456458,6.960969,0.02394,2023-11-24 14:02:24.000,18.09,SN II
SN2023ysv,"ATLAS23wmw,GOTO23bnk,ZTF23abrzfge,PS23lqd",60.8647738973,27.358479394,0.01,2023-12-03 10:23:11.328,18.484,SN II
SN2023ywa,"ATLAS23wqs,PS23llo,ZTF23absscow",13.681978606,39.7588377518,0.01,2023-12-03 09:17:24.576,18.829,SN II
SN2023yyx,"ZTF23abrzxeb,Gaia23doa,PS23lsw,ATLAS23xsw",28.201542,-22.743031,0.031,2023-12-06 05:05:16.800,18.87,SN II
SN2023yzn,"PS23lmc,ZTF23absekbz,ATLAS23xak,Gaia23dpg",18.17525,1.145081,0.04432,2023-12-05 06:56:27.744,18.98,SN II
SN2023yzv,"PS23lmf,ATLAS23wfr,ZTF23abscvhv,Gaia24ahn",80.339417,-15.5414,0.011268,2023-12-05 12:03:08.352,16.74,SN II
SN2023zap,ZTF23abrysyj,7.6613808,12.6816803,0.031,2023-12-06 03:34:39.648,19.5149,SN II
SN2023zcu,"ATLAS23wvm,ZTF23absdcgi,PS23ltf,MLT J060106.81-234029.2",90.2784530333,-23.6747913044,0.006,2023-12-08 04:16:52.896,19.054,SN II
SN2023zdw,"ASASSN-23ip,ATLAS23xah,ZTF23absfszz",6.3855877,6.3151147,0.03,2023-12-08 02:52:48.000,18.0,SN II
SN2023zeh,"ZTF23absejyc,ATLAS23wzl,Gaia23dpf,PS23lwe",17.809917,7.131531,0.04,2023-12-09 02:44:09.600,19.0,SN II
SN2023zfq,"ZTF23abshiqq,ATLAS23xko,PS23lvu",91.6879916201,-25.0394584747,0.049,2023-12-09 07:32:09.600,18.59,SN II
SN2023zjt,"ZTF23absliqb,ATLAS23wyw,GOTO23bts,Gaia24afj",345.963625,3.339839,0.02,2023-12-10 03:07:12.000,18.73,SN II
SN2023zon,"ATLAS23xcx,ZTF23absiytp,PS23lvk,Gaia23dsr",152.325458,18.534581,0.04,2023-12-06 13:46:52.608,18.985,SN II
SN2023zps,"ZTF23abscvgg,PS23nks",81.9557484593,-5.3620535906,0.042,2023-12-10 06:10:10.001,19.375,SN II
SN2023zzk,"ZTF23abtycgb,ATLAS23xnr",54.7199172,40.9886174,0.020127,2023-12-14 03:57:36.000,19.16,SN II
SN2024aalh,"KATS24V004,ZTF24abqncdb,GOTO24ibn,ATLAS24pym,Gaia24dow",295.194125,39.477061,0.035,2024-11-04 15:12:23.040,18.73,SN II
SN2024aalw,"GOTO24hzy,ATLAS24qcm,ZTF24absmmua,BGEM J111800.77-045111.5,Gaia25aam,PS25jz",169.503208,-4.853211,0.0258,2024-11-05 05:57:33.984,17.93,SN II
SN2024aaog,"ZTF24abqndnz,ATLAS24rpd",239.8730844,86.1884636,0.019,2024-11-04 02:45:31.999,19.1745,SN II
SN2024aarq,"ZTF24abrchsb,ATLAS24qbu,GOTO24idr,,PS24nks",115.201784485,49.8946354812,0.05,2024-11-07 09:58:12.002,19.2622,SN II
SN2024aasm,"ZTF24abrfiya,ATLAS24qfe,GOTO24iki",346.99941618340614,-8.743635498471473,0.043,2024-11-08 02:56:53.998,19.1321,SN II
SN2024aavb,"GOTO24idj,ZTF24abnsdev,ATLAS24qgt,Gaia24dmx,PS24ocf,",182.106292,10.020889,0.020525,2024-11-05 06:18:31.968,18.16,SN II
SN2024aawh,"PSP24aa,ZTF24abrirtr,ATLAS24qzw,GOTO24iqw,Gaia24dte,BGEM J132927.89+110022.5,PS25pq",202.36625,11.006289,0.022799,2024-11-10 23:34:52.320,18.11,SN II
SN2024aawp,"ZTF24abrzgil,ATLAS24qht,PS24mwc",359.864024718,21.4133826262,0.035,2024-11-11 03:39:57.997,19.3015,SN II
SN2024aawr,"ZTF24absbhfe,ATLAS24qjb,GOTO24irq",144.4274902,66.2967081,0.023,2024-11-11 08:37:47.003,18.6282,SN II
SN2024aayf,"ZTF24absfzkh,ATLAS24qfd,BGEM J012707.99-030537.5,GOTO24iou,Gaia24dto",21.783208,-3.093731,0.0477,2024-11-12 03:24:08.003,18.8628,SN II
SN2024aayh,"ZTF24absgzvv,PS24kya,ATLAS24qgi,GOTO24inw",51.395851318,-6.57315659681,0.033,2024-11-12 05:35:28.003,18.6695,SN II
SN2024aazo,"ZTF24absbvbs,ATLAS24qnx,GOTO24ijf",69.7616293,1.0429541,0.035,2024-11-11 09:05:24.000,19.5178,SN II
SN2024abeu,"ZTF24absdoug,ATLAS24qmb,GOTO24ixd,PS24mkd",162.840181483,24.8953649725,0.044491,2024-11-11 12:08:18.000,19.2903,SN II
SN2024abfl,",ATLAS24qfn,ZTF24abtczty,GOTO24ilr,Gaia25aav",94.50475,78.367089,0.002979,2024-11-15 14:00:57.000,17.5,SN II
SN2024ablh,"ZTF24abszdqt,ATLAS24rjp,GOTO24jbd,PS25jy,BGEM J125131.43-132002.3",192.880965195,-13.3340863922,0.004376,2024-11-18 13:06:23.999,17.1706,SN II
SN2024ablj,"ZTF24absshbg,ATLAS24rai,Gaia24dnm,BGEM J133105.92+111058.5,GOTO24jua,PS25clz",202.774625,11.182911,0.03,2024-11-14 12:57:40.000,19.1485,SN II
SN2024abmp,"ZTF24abszcqd,ATLAS24qvt,GOTO24isn,Gaia24doq,PS24osw",190.357958,-8.471981,0.025,2024-11-18 12:59:25.995,18.5839,SN II
SN2024abnl,"ZTF24abtblmg,BGEM J024315.53-084841.6,ATLAS24rnz,GOTO25ar",40.814725,-8.811572,0.03,2024-11-08 09:38:33.999,19.8886,SN II
SN2024aboh,"ZTF24abtdiyv,ATLAS24roy",188.4563173,59.0023175,0.043865,2024-11-20 11:15:56.998,19.5612,SN II
SN2024abop,"KATS24W002,ZTF24abtbalq,ATLAS24qic,GOTO24ijt,BGEM J010314.63-061304.0,,PS24mld,Gaia24dts",15.810958,-6.217739,0.0355,2024-11-20 15:06:59.904,18.51,SN II
SN2024abqr,"ZTF24abtjjsg,ATLAS24rob,GOTO24jlu,PS25ac",207.579962835,7.79585251115,0.02410027,2024-11-17 13:15:15.998,18.9612,SN II
SN2024abwq,"Gaia24diw,ZTF24abualms,ATLAS24rbk,GOTO24iui",207.034083,61.15495,0.035,2024-11-16 20:51:21.600,18.41,SN II
SN2024acfz,"ZTF24abugkym,ATLAS24qus",195.8729956,86.7379092,0.028,2024-11-26 10:19:10.004,18.4171,SN II
SN2024acga,"GOTO24ipc,ZTF24abuclbj,ATLAS24qwh,PS24mgz,Gaia24duj",16.005125,-3.529331,0.04,2024-11-26 11:51:50.976,19.42,SN II
SN2024ackd,"ZTF24abuhiar,ATLAS24qsi,GOTO24itd,PS24mku",153.670760782,-9.94047884881,0.031415,2024-11-22 11:18:37.995,19.5652,SN II
SN2024acn,"Tomo-e 202401aaayb,ATLAS24att,ZTF24aabpojp,PS24pc,BGEM J111040.46+210627.1",167.668505874,21.1074646977,0.031,2024-01-13 19:30:26.000,17.57,SN II
SN2024acsb,"ZTF24abutkox,ATLAS24rfv,PS24mtp,GOTO24jlp",174.163978977,57.0202843438,0.045,2024-11-30 09:11:15.000,19.712,SN II
SN2024acsg,"ZTF24abuhlzm,ATLAS24rym,GOTO25bi,PS25djj",200.931949601,-16.3588379614,0.027,2024-11-26 13:16:55.004,19.0308,SN II
SN2024adfg,"ZTF24abvbzbd,PS24mic,GOTO24jdh,ATLAS24rnr",0.139189945188,22.7762556607,0.03,2024-12-02 06:30:13.000,19.2735,SN II
SN2024adfy,"BGEM J021125.84+155725.7,ATLAS24qyz,ZTF24abvbcxs,PS24mow,GOTO24jsq",32.857708,15.957139,0.026702,2024-12-03 01:52:23.000,19.08,SN II
SN2024admm,"ZTF24abwniiv,ATLAS24rdb,GOTO24iym,PS24mlx,BGEM J033606.79-051030.1",54.028333,-5.175039,0.016,2024-12-06 05:58:51.000,17.638,SN II
SN2024adta,"GOTO24iwz,ATLAS24rib,ZTF24abxxflg,PS24mum,Gaia25aee",184.056,28.760069,0.026197,2024-12-09 05:07:48.864,19.08,SN II
SN2024adwj,"ATLAS24rix,ZTF24abxqumm,GOTO24jlg,",120.140595,62.1029513,0.033,2024-12-11 14:03:22.752,19.09,SN II
SN2024adxu,ZTF24abxvcrm,220.27231039999893,-17.477026233333333,0.0139,2024-12-12 13:38:18.001,15.8337,SN II
SN2024adzj,"ZTF24abxvxpa,ATLAS24rpj",39.9720389,49.159879,0.02,2024-12-05 08:51:44.997,20.4648,SN II
SN2024aeaj,",ATLAS24rmh,ZTF24abxvpxg,GOTO24jeo,PS24mwj",6.07855715879,-1.64102563309,0.037,2024-12-14 03:58:10.000,19.5,SN II
SN2024aebt,"ZTF24abxylal,ATLAS24rmt,GOTO24jci,PS24mus,Gaia24due",135.096875,64.86135,0.036,2024-12-14 06:16:16.000,19.5589,SN II
SN2024aeds,",GOTO24jov,ZTF24abyhkwl,ATLAS25akb",251.7459942,58.4331449,0.017522,2024-12-16 16:30:00.000,18.0,SN II
SN2024aeee,",GOTO24jbu,ZTF24abyatjx,ATLAS24rmp,Gaia24dth",123.712208,73.578869,0.0116,2024-12-17 15:29:00.000,16.5,SN II
SN2024aeeg,"ZTF24abybsoa,ATLAS24rma,GOTO24jdi,Gaia24dti,PS24ndt,WFST0457cgau",23.278583,0.175819,0.0165,2024-12-17 05:55:27.001,17.716,SN II
SN2024aefa,"ATLAS24rlv,GOTO24jfn,ZTF24abyaowk,BGEM J050006.52+243127.6,,PS24pgc",75.0270683779,24.5242882163,0.048,2024-12-18 10:40:04.800,18.544,SN II
SN2024aeui,"ATLAS24rsu,ZTF24abzbdqw,GOTO25hf",349.2160084,9.2580857,0.040671,2024-12-24 05:13:31.008,19.197,SN II
SN2024aeyd,"ATLAS24ruq,ZTF24abzwpkx,GOTO25eu,PS25ui",238.612161392,18.524596373,0.032,2024-12-25 15:22:26.112,18.255,SN II
SN2024agji,"ATLAS24sda,ZTF24abzwviq,GOTO24jso",194.5873221,-11.1672682,0.016,2024-12-28 14:13:49.152,18.871,SN II
SN2024agnx,"ZTF18aaqjtti,GOTO24jtr,ATLAS24rqm",199.3942542,33.6455515,0.036169,2024-12-22 10:22:46.004,18.627,SN II
SN2024aju,"ATLAS24bah,ZTF24aackkkn,PS24mt",44.7082770301,-25.5735364315,0.037,2024-01-17 01:04:58.368,18.838,SN II
SN2024alv,"ZTF24aadefcx,PS24akr",188.876667235,-2.32355963442,0.023917,2024-01-16 11:41:23.997,19.9874,SN II
SN2024amc,"ZTF24aadecbb,ATLAS24bbn,PS24bdj,BGEM J122447.95-005923.5",186.199789423,-0.989820127798,0.03,2024-01-16 11:39:50.400,20.06,SN II
SN2024anc,"ATLAS24baz,PS24nq,ZTF24aaczgax",164.566586339,23.6936882578,0.0212810002,2024-01-18 11:19:13.152,18.779,SN II
SN2024atk,"ATLAS24bie,PS24amo,ZTF24aaejvcx,BGEM J131831.15-143639.3",199.629716821,-14.6108487746,0.009637,2024-01-24 01:39:02.592,17.722,SN II
SN2024aul,"ZTF24aadkwni,ATLAS24bih",155.4718204,0.2955996,0.0215,2024-01-26 10:10:51.001,17.6095,SN II
SN2024bch,",GOTO24hm,PS24aap,ATLAS24bmx,Gaia24bdk,MASTER OT J102149.74+565540.4,ZTF24aaghpeh",155.45725,56.927919,0.003839,2024-01-29 06:02:50.000,16.145,SN II
SN2024bqr,"ATLAS24btz,ZTF24aaejrzs,PS24bbm",217.725642361,40.714241908,0.0178,2024-02-03 10:33:41.184,17.416,SN II
SN2024bqy,"ATLAS24bua,ZTF24aaekazg,PS24azj,Gaia24axh,GOTO24bhk,BGEM J144735.81-192317.0",221.899208,-19.388089,0.023,2024-02-05 08:42:50.112,18.379,SN II
SN2024brg,"ATLAS24bvo,ZTF24aaegbrh",48.5386127,16.4747896,0.0336,2024-02-05 06:38:46.752,18.899,SN II
SN2024btj,"PSP24K,ATLAS24bzr,ZTF24aaejecr,PS24baj,Gaia24apq,",174.809792,56.260581,0.007976,2024-02-05 23:08:07.008,18.53,SN II
SN2024bwy,"ATLAS24bzy,ZTF24aaekccp,Gaia24aut",262.448042,52.51685,0.025,2024-02-07 15:20:57.120,18.261,SN II
SN2024cab,"ATLAS24boo,ZTF24aaekofc",261.6966197,38.0504073,0.041,2024-01-31 14:50:15.936,18.598,SN II
SN2024cdt,"ZTF24aaekclg,PS24bff,Gaia24ato",230.178708,49.107339,0.04,2024-02-11 10:30:43.200,18.91,SN II
SN2024ceo,"ZTF24aaekbmx,PS24bez,ATLAS24dxn",227.692927378,9.46434206211,0.035,2024-02-11 10:16:19.200,19.35,SN II
SN2024chx,"ZTF24aaemydm,ATLAS24clf,PS24aqv,MASTER OT J095428.45-183810.9,Gaia24btw",148.618792,-18.63635,0.012602,2024-02-12 06:07:57.999,18.2315,SN II
SN2024ciu,"ZTF24aaerzgo,ATLAS24bmp",285.4764190831848,28.33508071637492,0.01,2024-02-12 12:46:07.003,18.9851,SN II
SN2024cld,"GOTO24ql,ATLAS24clv,Gaia24avs,ZTF24aahnklb,PS24cbo",237.589792,18.93895,0.014,2024-02-13 05:28:40.800,17.97,SN II
SN2024cro,"ZTF24aaezido,PS24bis,ATLAS24fme",190.306524516,20.6700007868,0.022001,2024-01-16 12:59:34.368,20.465,SN II
SN2024czj,"ATLAS24cpo,ZTF24aagchqx,Gaia24apo",197.271375,29.90215,0.015,2024-02-17 13:33:16.992,18.987,SN II
SN2024daa,"PS24axr,ZTF24aafqzur,ATLAS24diz",216.488374548,-2.39228035619,0.03121,2024-02-17 14:39:41.760,19.76,SN II
SN2024ddd,"ATLAS24ctc,GOTO24tu,ZTF24aagkuss,PS24bsd",237.010324985,25.2497916549,0.0422249995,2024-02-21 12:59:19.680,18.456,SN II
SN2024dga,"ATLAS24cux,PS24bfm,ZTF24aagozyk,Gaia24atf",224.899833,49.3267,0.0267,2024-02-23 11:56:32.640,18.241,SN II
SN2024dgy,"ATLAS24cxn,ZTF24aagpsfh,PS24dtj,GOTO24enz",64.5100446557,1.36681532342,0.01,2024-02-27 01:41:45.888,16.958,SN II
SN2024dhc,"ATLAS24cww,ZTF24aagjqcx,Gaia24ben,PS23nql",142.392917,-11.032289,0.0275,2024-02-26 04:47:26.304,17.887,SN II
SN2024dhi,"ZTF24aagiwoi,ATLAS24dtf,PS24brw,WFST-PS240307cc",168.28614121,5.07451815932,0.027054,2024-02-28 07:16:52.999,18.938,SN II
SN2024dit,"ATLAS24czx,ZTF24aagwfly,PS24boa",79.8222869847,1.32396224022,0.02671,2024-02-28 08:13:56.928,18.525,SN II
SN2024drt,"ATLAS24dcr,ZTF24aagmhtq",190.4363117,35.0655321,0.023093,2024-03-02 11:40:28.416,17.928,SN II
SN2024drv,"ATLAS24dct,,PS24bhs,ZTF24aahiabd,MASTER OT J133828.03+330655.5,GOTO24wy,Gaia24boy",204.616083,33.115481,0.008132,2024-03-02 12:18:32.832,16.556,SN II
